query,prediction
8935,TypeB
8936,TypeB
8937,TypeB
8938,TypeB
8939,TypeB
8940,TypeB
8941,TypeB
8942,TypeB
8943,TypeB
8944,TypeB
8945,TypeB
8946,TypeB
8947,TypeB
8948,TypeB
8949,TypeB
8950,TypeB
8951,TypeB
8952,TypeB
8953,TypeA
8954,TypeB
8955,TypeB
8956,TypeB
8957,TypeB
8958,TypeB
8959,TypeA
8960,TypeA
8961,TypeA
8962,TypeB
8963,TypeB
8964,TypeB
8965,TypeA
8966,TypeB
8967,TypeB
8968,TypeB
8969,TypeB
8970,TypeB
8971,TypeA
8972,TypeB
8973,TypeB
8974,TypeB
8975,TypeB
8976,TypeB
8977,TypeB
8978,TypeB
8979,TypeB
8980,TypeB
8981,TypeB
8982,TypeB
8983,TypeB
8984,TypeB
8985,TypeB
8986,TypeB
8987,TypeB
8988,TypeB
8989,TypeA
8990,TypeB
8991,TypeB
8992,TypeB
8993,TypeB
8994,TypeB
8995,TypeB
8996,TypeA
8997,TypeB
8998,TypeB
8999,TypeA
9000,TypeB
9001,TypeB
9002,TypeB
9003,TypeB
9004,TypeB
9005,TypeB
9006,TypeB
9007,TypeB
9008,TypeB
9009,TypeB
9010,TypeB
9011,TypeA
9012,TypeB
9013,TypeA
9014,TypeB
9015,TypeB
9016,TypeB
9017,TypeB
9018,TypeA
9019,TypeB
9020,TypeB
9021,TypeB
9022,TypeB
9023,TypeA
9024,TypeB
9025,TypeB
9026,TypeB
9027,TypeB
9028,TypeA
9029,TypeB
9030,TypeB
9031,TypeA
9032,TypeB
9033,TypeB
9034,TypeB
9035,TypeB
9036,TypeB
9037,TypeA
9038,TypeB
9039,TypeB
9040,TypeB
9041,TypeB
9042,TypeB
9043,TypeB
9044,TypeA
9045,TypeB
9046,TypeB
9047,TypeB
9048,TypeB
9049,TypeB
9050,TypeB
9051,TypeB
9052,TypeB
9053,TypeB
9054,TypeA
9055,TypeA
9056,TypeB
9057,TypeA
9058,TypeB
9059,TypeB
9060,TypeB
9061,TypeB
9062,TypeB
9063,TypeB
9064,TypeB
9065,TypeB
9066,TypeB
9067,TypeB
9068,TypeB
9069,TypeB
9070,TypeB
9071,TypeB
9072,TypeB
9073,TypeA
9074,TypeB
9075,TypeB
9076,TypeB
9077,TypeB
9078,TypeB
9079,TypeB
9080,TypeA
9081,TypeB
9082,TypeB
9083,TypeB
9084,TypeA
9085,TypeB
9086,TypeA
9087,TypeA
9088,TypeB
9089,TypeB
9090,TypeB
9091,TypeB
9092,TypeA
9093,TypeB
9094,TypeB
9095,TypeB
9096,TypeA
9097,TypeB
9098,TypeB
9099,TypeB
9100,TypeA
9101,TypeB
9102,TypeA
9103,TypeB
9104,TypeB
9105,TypeB
9106,TypeB
9107,TypeA
9108,TypeA
9109,TypeB
9110,TypeB
9111,TypeB
9112,TypeB
9113,TypeB
9114,TypeB
9115,TypeB
9116,TypeB
9117,TypeB
9118,TypeB
9119,TypeB
9120,TypeA
9121,TypeB
9122,TypeB
9123,TypeB
9124,TypeB
9125,TypeB
9126,TypeB
9127,TypeB
9128,TypeB
9129,TypeB
9130,TypeB
9131,TypeB
9132,TypeA
9133,TypeB
9134,TypeB
9135,TypeB
9136,TypeB
9137,TypeB
9138,TypeB
9139,TypeB
9140,TypeB
9141,TypeB
9142,TypeB
9143,TypeB
9144,TypeB
9145,TypeB
9146,TypeB
9147,TypeB
9148,TypeB
9149,TypeB
9150,TypeB
9151,TypeB
9152,TypeB
9153,TypeB
9154,TypeB
9155,TypeB
9156,TypeB
9157,TypeB
9158,TypeB
9159,TypeB
9160,TypeB
9161,TypeA
9162,TypeB
9163,TypeB
9164,TypeB
9165,TypeB
9166,TypeA
9167,TypeB
9168,TypeB
9169,TypeB
9170,TypeB
9171,TypeB
9172,TypeB
9173,TypeA
9174,TypeB
9175,TypeB
9176,TypeB
9177,TypeB
9178,TypeB
9179,TypeB
9180,TypeB
9181,TypeB
9182,TypeB
9183,TypeA
9184,TypeA
9185,TypeB
9186,TypeA
9187,TypeB
9188,TypeB
9189,TypeB
9190,TypeB
9191,TypeB
9192,TypeB
9193,TypeB
9194,TypeB
9195,TypeB
9196,TypeB
9197,TypeB
9198,TypeB
9199,TypeB
9200,TypeB
9201,TypeA
9202,TypeA
9203,TypeB
9204,TypeB
9205,TypeA
9206,TypeB
9207,TypeB
9208,TypeB
9209,TypeB
9210,TypeB
9211,TypeA
9212,TypeB
9213,TypeB
9214,TypeA
9215,TypeB
9216,TypeB
9217,TypeB
9218,TypeA
9219,TypeB
9220,TypeB
9221,TypeB
9222,TypeB
9223,TypeB
9224,TypeB
9225,TypeB
9226,TypeB
9227,TypeB
9228,TypeA
9229,TypeB
9230,TypeB
9231,TypeB
9232,TypeB
9233,TypeB
9234,TypeB
9235,TypeA
9236,TypeB
9237,TypeB
9238,TypeB
9239,TypeB
9240,TypeB
9241,TypeA
9242,TypeB
9243,TypeB
9244,TypeB
9245,TypeB
9246,TypeB
9247,TypeB
9248,TypeA
9249,TypeB
9250,TypeA
9251,TypeB
9252,TypeB
9253,TypeB
9254,TypeB
9255,TypeB
9256,TypeA
9257,TypeB
9258,TypeB
9259,TypeB
9260,TypeB
9261,TypeB
9262,TypeB
9263,TypeA
9264,TypeB
9265,TypeB
9266,TypeB
9267,TypeB
9268,TypeB
9269,TypeB
9270,TypeA
9271,TypeB
9272,TypeA
9273,TypeB
9274,TypeB
9275,TypeA
9276,TypeB
9277,TypeB
9278,TypeB
9279,TypeB
9280,TypeB
9281,TypeB
9282,TypeB
9283,TypeB
9284,TypeB
9285,TypeB
9286,TypeB
9287,TypeB
9288,TypeB
9289,TypeB
9290,TypeB
9291,TypeB
9292,TypeB
9293,TypeB
9294,TypeB
9295,TypeB
9296,TypeB
9297,TypeB
9298,TypeB
9299,TypeB
9300,TypeB
9301,TypeB
9302,TypeB
9303,TypeB
9304,TypeB
9305,TypeB
9306,TypeB
9307,TypeB
9308,TypeB
9309,TypeB
9310,TypeB
9311,TypeB
9312,TypeB
9313,TypeB
9314,TypeB
9315,TypeB
9316,TypeB
9317,TypeA
9318,TypeB
9319,TypeB
9320,TypeB
9321,TypeB
9322,TypeB
9323,TypeB
9324,TypeB
9325,TypeB
9326,TypeB
9327,TypeB
9328,TypeB
9329,TypeB
9330,TypeB
9331,TypeB
9332,TypeA
9333,TypeB
9334,TypeA
9335,TypeB
9336,TypeB
9337,TypeB
9338,TypeB
9339,TypeB
9340,TypeB
9341,TypeB
9342,TypeA
9343,TypeB
9344,TypeB
9345,TypeB
9346,TypeA
9347,TypeB
9348,TypeB
9349,TypeB
9350,TypeB
9351,TypeB
9352,TypeB
9353,TypeB
9354,TypeB
9355,TypeB
9356,TypeB
9357,TypeB
9358,TypeB
9359,TypeB
9360,TypeB
9361,TypeB
9362,TypeB
9363,TypeB
9364,TypeB
9365,TypeA
9366,TypeB
9367,TypeA
9368,TypeB
9369,TypeA
9370,TypeB
9371,TypeA
9372,TypeB
9373,TypeB
9374,TypeB
9375,TypeB
9376,TypeA
9377,TypeA
9378,TypeB
9379,TypeB
9380,TypeB
9381,TypeA
9382,TypeB
9383,TypeB
9384,TypeA
9385,TypeA
9386,TypeA
9387,TypeA
9388,TypeB
9389,TypeB
9390,TypeB
9391,TypeB
9392,TypeB
9393,TypeA
9394,TypeB
9395,TypeB
9396,TypeB
9397,TypeA
9398,TypeA
9399,TypeB
9400,TypeB
9401,TypeB
9402,TypeB
9403,TypeB
9404,TypeB
9405,TypeB
9406,TypeB
9407,TypeB
9408,TypeB
9409,TypeB
9410,TypeB
9411,TypeA
9412,TypeB
9413,TypeB
9414,TypeB
9415,TypeA
9416,TypeB
9417,TypeA
9418,TypeA
9419,TypeB
9420,TypeB
9421,TypeB
9422,TypeB
9423,TypeB
9424,TypeB
9425,TypeB
9426,TypeB
9427,TypeB
9428,TypeB
9429,TypeB
9430,TypeB
9431,TypeB
9432,TypeA
9433,TypeB
9434,TypeB
9435,TypeA
9436,TypeB
9437,TypeA
9438,TypeB
9439,TypeB
9440,TypeA
9441,TypeB
9442,TypeA
9443,TypeB
9444,TypeA
9445,TypeB
9446,TypeA
9447,TypeB
9448,TypeB
9449,TypeB
9450,TypeA
9451,TypeA
9452,TypeB
9453,TypeB
9454,TypeB
9455,TypeB
9456,TypeB
9457,TypeB
9458,TypeA
9459,TypeB
9460,TypeA
9461,TypeB
9462,TypeB
9463,TypeB
9464,TypeA
9465,TypeB
9466,TypeB
9467,TypeB
9468,TypeB
9469,TypeB
9470,TypeB
9471,TypeB
9472,TypeB
9473,TypeB
9474,TypeB
9475,TypeB
9476,TypeB
9477,TypeA
9478,TypeB
9479,TypeB
9480,TypeB
9481,TypeB
9482,TypeB
9483,TypeB
9484,TypeB
9485,TypeB
9486,TypeB
9487,TypeB
9488,TypeB
9489,TypeB
9490,TypeB
9491,TypeB
9492,TypeB
9493,TypeB
9494,TypeB
9495,TypeB
9496,TypeB
9497,TypeB
9498,TypeB
9499,TypeB
9500,TypeB
9501,TypeB
9502,TypeB
9503,TypeB
9504,TypeB
9505,TypeB
9506,TypeB
9507,TypeB
9508,TypeB
9509,TypeB
9510,TypeB
9511,TypeB
9512,TypeB
9513,TypeB
9514,TypeB
9515,TypeA
9516,TypeB
9517,TypeB
9518,TypeA
9519,TypeB
9520,TypeB
9521,TypeA
9522,TypeB
9523,TypeB
9524,TypeB
9525,TypeA
9526,TypeB
9527,TypeB
9528,TypeA
9529,TypeB
9530,TypeB
9531,TypeB
9532,TypeB
9533,TypeB
9534,TypeB
9535,TypeB
9536,TypeB
9537,TypeB
9538,TypeB
9539,TypeB
9540,TypeB
9541,TypeB
9542,TypeB
9543,TypeB
9544,TypeB
9545,TypeB
9546,TypeB
9547,TypeA
9548,TypeB
9549,TypeA
9550,TypeB
9551,TypeB
9552,TypeB
9553,TypeB
9554,TypeB
9555,TypeB
9556,TypeB
9557,TypeB
9558,TypeB
9559,TypeA
9560,TypeB
9561,TypeA
9562,TypeA
9563,TypeB
9564,TypeB
9565,TypeB
9566,TypeB
9567,TypeB
9568,TypeB
9569,TypeB
9570,TypeB
9571,TypeA
9572,TypeB
9573,TypeB
9574,TypeB
9575,TypeA
9576,TypeB
9577,TypeB
9578,TypeB
9579,TypeB
9580,TypeB
9581,TypeB
9582,TypeB
9583,TypeB
9584,TypeB
9585,TypeB
9586,TypeA
9587,TypeB
9588,TypeB
9589,TypeB
9590,TypeA
9591,TypeB
9592,TypeB
9593,TypeB
9594,TypeB
9595,TypeA
9596,TypeB
9597,TypeA
9598,TypeB
9599,TypeA
9600,TypeB
9601,TypeB
9602,TypeB
9603,TypeB
9604,TypeB
9605,TypeB
9606,TypeB
9607,TypeB
9608,TypeB
9609,TypeB
9610,TypeB
9611,TypeB
9612,TypeB
9613,TypeB
9614,TypeB
9615,TypeB
9616,TypeB
9617,TypeB
9618,TypeB
9619,TypeA
9620,TypeB
9621,TypeB
9622,TypeB
9623,TypeB
9624,TypeB
9625,TypeB
9626,TypeB
9627,TypeB
9628,TypeB
9629,TypeB
9630,TypeB
9631,TypeB
9632,TypeB
9633,TypeB
9634,TypeB
9635,TypeB
9636,TypeB
9637,TypeB
9638,TypeB
9639,TypeB
9640,TypeB
9641,TypeB
9642,TypeB
9643,TypeB
9644,TypeB
9645,TypeB
9646,TypeB
9647,TypeB
9648,TypeA
9649,TypeB
9650,TypeB
9651,TypeB
9652,TypeB
9653,TypeB
9654,TypeB
9655,TypeB
9656,TypeB
9657,TypeB
9658,TypeB
9659,TypeB
9660,TypeB
9661,TypeB
9662,TypeB
9663,TypeB
9664,TypeB
9665,TypeB
9666,TypeB
9667,TypeA
9668,TypeB
9669,TypeB
9670,TypeB
9671,TypeB
9672,TypeA
9673,TypeB
9674,TypeB
9675,TypeB
9676,TypeB
9677,TypeA
9678,TypeB
9679,TypeB
9680,TypeB
9681,TypeB
9682,TypeB
9683,TypeB
9684,TypeB
9685,TypeB
9686,TypeB
9687,TypeB
9688,TypeB
9689,TypeB
9690,TypeB
9691,TypeB
9692,TypeB
9693,TypeB
9694,TypeB
9695,TypeB
9696,TypeA
9697,TypeB
9698,TypeB
9699,TypeB
9700,TypeB
9701,TypeB
9702,TypeB
9703,TypeA
9704,TypeB
9705,TypeB
9706,TypeB
9707,TypeB
9708,TypeB
9709,TypeB
9710,TypeB
9711,TypeB
9712,TypeB
9713,TypeA
9714,TypeB
9715,TypeB
9716,TypeB
9717,TypeB
9718,TypeB
9719,TypeB
9720,TypeB
9721,TypeB
9722,TypeB
9723,TypeB
9724,TypeB
9725,TypeB
9726,TypeB
9727,TypeB
9728,TypeB
9729,TypeB
9730,TypeB
9731,TypeB
9732,TypeB
9733,TypeB
9734,TypeB
9735,TypeB
9736,TypeB
9737,TypeB
9738,TypeB
9739,TypeB
9740,TypeB
9741,TypeB
9742,TypeB
9743,TypeB
9744,TypeB
9745,TypeB
9746,TypeB
9747,TypeB
9748,TypeB
9749,TypeB
9750,TypeB
9751,TypeB
9752,TypeB
9753,TypeB
9754,TypeB
9755,TypeB
9756,TypeB
9757,TypeB
9758,TypeB
9759,TypeB
9760,TypeB
9761,TypeB
9762,TypeB
9763,TypeB
9764,TypeB
9765,TypeB
9766,TypeB
9767,TypeB
9768,TypeB
9769,TypeB
9770,TypeB
9771,TypeB
9772,TypeB
9773,TypeB
9774,TypeA
9775,TypeB
9776,TypeA
9777,TypeB
9778,TypeB
9779,TypeB
9780,TypeB
9781,TypeB
9782,TypeA
9783,TypeB
9784,TypeB
9785,TypeB
9786,TypeB
9787,TypeB
9788,TypeA
9789,TypeB
9790,TypeA
9791,TypeB
9792,TypeB
9793,TypeB
9794,TypeA
9795,TypeB
9796,TypeB
9797,TypeB
9798,TypeB
9799,TypeB
9800,TypeB
9801,TypeB
9802,TypeB
9803,TypeB
9804,TypeB
9805,TypeB
9806,TypeA
9807,TypeB
9808,TypeB
9809,TypeB
9810,TypeB
9811,TypeA
9812,TypeB
9813,TypeB
9814,TypeB
9815,TypeB
9816,TypeB
9817,TypeB
9818,TypeB
9819,TypeA
9820,TypeB
9821,TypeB
9822,TypeB
9823,TypeB
9824,TypeB
9825,TypeB
9826,TypeB
9827,TypeB
9828,TypeB
9829,TypeB
9830,TypeB
9831,TypeB
9832,TypeB
9833,TypeB
9834,TypeB
9835,TypeB
9836,TypeB
9837,TypeB
9838,TypeB
9839,TypeB
9840,TypeB
9841,TypeB
9842,TypeB
9843,TypeA
9844,TypeB
9845,TypeB
9846,TypeB
9847,TypeB
9848,TypeB
9849,TypeB
9850,TypeB
9851,TypeB
9852,TypeB
9853,TypeB
9854,TypeB
9855,TypeB
9856,TypeB
9857,TypeA
9858,TypeB
9859,TypeA
9860,TypeB
9861,TypeB
9862,TypeB
9863,TypeB
9864,TypeB
9865,TypeB
9866,TypeB
9867,TypeB
9868,TypeB
9869,TypeB
9870,TypeB
9871,TypeB
9872,TypeB
9873,TypeB
9874,TypeA
9875,TypeB
9876,TypeB
9877,TypeB
9878,TypeB
9879,TypeB
9880,TypeB
9881,TypeB
9882,TypeB
9883,TypeB
9884,TypeB
9885,TypeB
9886,TypeB
9887,TypeB
9888,TypeB
9889,TypeB
9890,TypeA
9891,TypeB
9892,TypeA
9893,TypeB
9894,TypeB
9895,TypeB
9896,TypeB
9897,TypeB
9898,TypeB
9899,TypeB
9900,TypeA
9901,TypeB
9902,TypeB
9903,TypeB
9904,TypeB
9905,TypeB
9906,TypeA
9907,TypeA
9908,TypeB
9909,TypeB
9910,TypeB
9911,TypeA
9912,TypeB
9913,TypeA
9914,TypeB
9915,TypeB
9916,TypeB
9917,TypeB
9918,TypeB
9919,TypeB
9920,TypeB
9921,TypeB
9922,TypeB
9923,TypeB
9924,TypeB
9925,TypeB
9926,TypeB
9927,TypeB
9928,TypeA
9929,TypeB
9930,TypeB
9931,TypeB
9932,TypeB
9933,TypeB
9934,TypeB
9935,TypeB
9936,TypeB
9937,TypeB
9938,TypeB
9939,TypeA
9940,TypeB
9941,TypeB
9942,TypeB
9943,TypeB
9944,TypeA
9945,TypeB
9946,TypeB
9947,TypeA
9948,TypeB
9949,TypeB
9950,TypeB
9951,TypeB
9952,TypeB
9953,TypeB
9954,TypeB
9955,TypeB
9956,TypeB
9957,TypeB
9958,TypeB
9959,TypeB
9960,TypeB
9961,TypeB
9962,TypeB
9963,TypeB
9964,TypeB
9965,TypeB
9966,TypeB
9967,TypeB
9968,TypeB
9969,TypeB
9970,TypeB
9971,TypeB
9972,TypeB
9973,TypeB
9974,TypeB
9975,TypeB
9976,TypeB
9977,TypeB
9978,TypeB
9979,TypeB
9980,TypeB
9981,TypeB
9982,TypeB
9983,TypeB
9984,TypeB
9985,TypeB
9986,TypeB
9987,TypeB
9988,TypeB
9989,TypeB
9990,TypeA
9991,TypeB
9992,TypeB
9993,TypeB
9994,TypeB
9995,TypeB
9996,TypeB
9997,TypeA
9998,TypeB
9999,TypeB
10000,TypeA
10001,TypeB
10002,TypeB
10003,TypeB
10004,TypeB
10005,TypeB
10006,TypeB
10007,TypeB
10008,TypeB
10009,TypeB
10010,TypeA
10011,TypeB
10012,TypeB
10013,TypeB
10014,TypeB
10015,TypeB
10016,TypeB
10017,TypeB
10018,TypeA
10019,TypeA
10020,TypeA
10021,TypeA
10022,TypeB
10023,TypeB
10024,TypeB
10025,TypeB
10026,TypeA
10027,TypeB
10028,TypeB
10029,TypeB
10030,TypeB
10031,TypeB
10032,TypeB
10033,TypeB
10034,TypeB
10035,TypeB
10036,TypeA
10037,TypeB
10038,TypeA
10039,TypeB
10040,TypeA
10041,TypeB
10042,TypeA
10043,TypeB
10044,TypeB
10045,TypeA
10046,TypeB
10047,TypeB
10048,TypeB
10049,TypeB
10050,TypeB
10051,TypeB
10052,TypeB
10053,TypeB
10054,TypeA
10055,TypeB
10056,TypeB
10057,TypeA
10058,TypeB
10059,TypeB
10060,TypeA
10061,TypeB
10062,TypeA
10063,TypeB
10064,TypeB
10065,TypeA
10066,TypeB
10067,TypeA
10068,TypeB
10069,TypeB
10070,TypeA
10071,TypeB
10072,TypeA
10073,TypeB
10074,TypeB
10075,TypeA
10076,TypeA
10077,TypeB
10078,TypeB
10079,TypeB
10080,TypeB
10081,TypeB
10082,TypeB
10083,TypeB
10084,TypeB
10085,TypeB
10086,TypeB
10087,TypeB
10088,TypeB
10089,TypeB
10090,TypeB
10091,TypeB
10092,TypeB
10093,TypeB
10094,TypeB
10095,TypeB
10096,TypeB
10097,TypeB
10098,TypeB
10099,TypeB
10100,TypeB
10101,TypeB
10102,TypeB
10103,TypeB
10104,TypeB
10105,TypeB
10106,TypeB
10107,TypeB
10108,TypeB
10109,TypeB
10110,TypeB
10111,TypeB
10112,TypeB
10113,TypeA
10114,TypeB
10115,TypeB
10116,TypeB
10117,TypeB
10118,TypeB
10119,TypeB
10120,TypeA
10121,TypeA
10122,TypeB
10123,TypeB
10124,TypeB
10125,TypeB
10126,TypeB
10127,TypeB
10128,TypeB
10129,TypeA
10130,TypeB
10131,TypeB
10132,TypeB
10133,TypeB
10134,TypeB
10135,TypeB
10136,TypeB
10137,TypeA
10138,TypeB
10139,TypeB
10140,TypeA
10141,TypeB
10142,TypeB
10143,TypeB
10144,TypeB
10145,TypeB
10146,TypeB
10147,TypeB
10148,TypeB
10149,TypeB
10150,TypeB
10151,TypeB
10152,TypeB
10153,TypeB
10154,TypeB
10155,TypeB
10156,TypeB
10157,TypeB
10158,TypeB
10159,TypeB
10160,TypeB
10161,TypeB
10162,TypeB
10163,TypeB
10164,TypeB
10165,TypeB
10166,TypeB
10167,TypeB
10168,TypeB
10169,TypeB
10170,TypeB
10171,TypeB
10172,TypeB
10173,TypeB
10174,TypeB
10175,TypeB
10176,TypeB
10177,TypeB
10178,TypeB
10179,TypeB
10180,TypeB
10181,TypeB
10182,TypeB
10183,TypeB
10184,TypeB
10185,TypeB
10186,TypeB
10187,TypeB
10188,TypeB
10189,TypeB
10190,TypeB
10191,TypeB
10192,TypeA
10193,TypeB
10194,TypeB
10195,TypeB
10196,TypeB
10197,TypeB
10198,TypeB
10199,TypeB
10200,TypeB
10201,TypeB
10202,TypeB
10203,TypeB
10204,TypeB
10205,TypeB
10206,TypeB
10207,TypeA
10208,TypeB
10209,TypeB
10210,TypeB
10211,TypeB
10212,TypeB
10213,TypeB
10214,TypeB
10215,TypeB
10216,TypeB
10217,TypeB
10218,TypeA
10219,TypeA
10220,TypeB
10221,TypeB
10222,TypeB
10223,TypeB
10224,TypeB
10225,TypeB
10226,TypeB
10227,TypeB
10228,TypeB
10229,TypeB
10230,TypeA
10231,TypeB
10232,TypeB
10233,TypeB
10234,TypeB
10235,TypeB
10236,TypeB
10237,TypeB
10238,TypeB
10239,TypeB
10240,TypeB
10241,TypeB
10242,TypeA
10243,TypeB
10244,TypeB
10245,TypeB
10246,TypeA
10247,TypeB
10248,TypeB
10249,TypeB
10250,TypeB
10251,TypeB
10252,TypeB
10253,TypeB
10254,TypeB
10255,TypeB
10256,TypeB
10257,TypeB
10258,TypeA
10259,TypeB
10260,TypeB
10261,TypeB
10262,TypeB
10263,TypeB
10264,TypeB
10265,TypeB
10266,TypeB
10267,TypeB
10268,TypeB
10269,TypeB
10270,TypeB
10271,TypeB
10272,TypeB
10273,TypeB
10274,TypeB
10275,TypeB
10276,TypeB
10277,TypeB
10278,TypeB
10279,TypeB
10280,TypeB
10281,TypeB
10282,TypeB
10283,TypeB
10284,TypeB
10285,TypeB
10286,TypeB
10287,TypeB
10288,TypeB
10289,TypeB
10290,TypeA
10291,TypeB
10292,TypeB
10293,TypeB
10294,TypeB
10295,TypeB
10296,TypeB
10297,TypeB
10298,TypeB
10299,TypeB
10300,TypeB
10301,TypeB
10302,TypeB
10303,TypeB
10304,TypeB
10305,TypeB
10306,TypeB
10307,TypeB
10308,TypeB
10309,TypeB
10310,TypeB
10311,TypeB
10312,TypeB
10313,TypeB
10314,TypeB
10315,TypeB
10316,TypeB
10317,TypeB
10318,TypeB
10319,TypeB
10320,TypeB
10321,TypeB
10322,TypeB
10323,TypeB
10324,TypeB
10325,TypeB
10326,TypeA
10327,TypeB
10328,TypeB
10329,TypeB
10330,TypeB
10331,TypeA
10332,TypeB
10333,TypeB
10334,TypeB
10335,TypeB
10336,TypeB
10337,TypeB
10338,TypeB
10339,TypeB
10340,TypeB
10341,TypeB
10342,TypeB
10343,TypeB
10344,TypeB
10345,TypeB
10346,TypeB
10347,TypeB
10348,TypeB
10349,TypeB
10350,TypeB
10351,TypeA
10352,TypeB
10353,TypeB
10354,TypeB
10355,TypeB
10356,TypeB
10357,TypeA
10358,TypeB
10359,TypeB
10360,TypeB
10361,TypeB
10362,TypeB
10363,TypeB
10364,TypeB
10365,TypeB
10366,TypeB
10367,TypeB
10368,TypeB
10369,TypeA
10370,TypeA
10371,TypeA
10372,TypeB
10373,TypeB
10374,TypeB
10375,TypeB
10376,TypeA
10377,TypeB
10378,TypeB
10379,TypeB
10380,TypeB
10381,TypeA
10382,TypeB
10383,TypeB
10384,TypeB
10385,TypeB
10386,TypeB
10387,TypeB
10388,TypeB
10389,TypeB
10390,TypeB
10391,TypeB
10392,TypeB
10393,TypeA
10394,TypeB
10395,TypeB
10396,TypeB
10397,TypeB
10398,TypeB
10399,TypeB
10400,TypeB
10401,TypeA
10402,TypeB
10403,TypeB
10404,TypeB
10405,TypeB
10406,TypeA
10407,TypeB
10408,TypeB
10409,TypeB
10410,TypeB
10411,TypeB
10412,TypeB
10413,TypeB
10414,TypeB
10415,TypeB
10416,TypeA
10417,TypeB
10418,TypeB
10419,TypeB
10420,TypeB
10421,TypeB
10422,TypeB
10423,TypeB
10424,TypeB
10425,TypeB
10426,TypeB
10427,TypeB
10428,TypeB
10429,TypeA
10430,TypeB
10431,TypeB
10432,TypeB
10433,TypeB
10434,TypeB
10435,TypeB
10436,TypeB
10437,TypeB
10438,TypeB
10439,TypeB
10440,TypeB
10441,TypeB
10442,TypeB
10443,TypeB
10444,TypeB
10445,TypeB
10446,TypeB
10447,TypeB
10448,TypeB
10449,TypeB
10450,TypeB
10451,TypeB
10452,TypeB
10453,TypeB
10454,TypeB
10455,TypeB
10456,TypeB
10457,TypeA
10458,TypeB
10459,TypeB
10460,TypeB
10461,TypeB
10462,TypeB
10463,TypeB
10464,TypeB
10465,TypeB
10466,TypeB
10467,TypeB
10468,TypeB
10469,TypeB
10470,TypeB
10471,TypeB
10472,TypeA
10473,TypeB
10474,TypeB
10475,TypeB
10476,TypeB
10477,TypeB
10478,TypeB
10479,TypeB
10480,TypeB
10481,TypeB
10482,TypeB
10483,TypeB
10484,TypeB
10485,TypeB
10486,TypeB
10487,TypeB
10488,TypeB
10489,TypeA
10490,TypeB
10491,TypeB
10492,TypeB
10493,TypeB
10494,TypeB
10495,TypeA
10496,TypeB
10497,TypeB
10498,TypeB
10499,TypeB
10500,TypeA
10501,TypeB
10502,TypeB
10503,TypeB
10504,TypeB
10505,TypeB
10506,TypeB
10507,TypeB
10508,TypeB
10509,TypeA
10510,TypeB
10511,TypeB
10512,TypeB
10513,TypeB
10514,TypeB
10515,TypeB
10516,TypeA
10517,TypeB
10518,TypeB
10519,TypeB
10520,TypeB
10521,TypeB
10522,TypeB
10523,TypeB
10524,TypeB
10525,TypeB
10526,TypeB
10527,TypeB
10528,TypeB
10529,TypeA
10530,TypeB
10531,TypeA
10532,TypeB
10533,TypeB
10534,TypeB
10535,TypeB
10536,TypeB
10537,TypeB
10538,TypeB
10539,TypeB
10540,TypeB
10541,TypeB
10542,TypeB
10543,TypeB
10544,TypeB
10545,TypeB
10546,TypeB
10547,TypeB
10548,TypeB
10549,TypeB
10550,TypeB
10551,TypeB
10552,TypeB
10553,TypeB
10554,TypeB
10555,TypeB
10556,TypeB
10557,TypeB
10558,TypeA
10559,TypeB
10560,TypeB
10561,TypeB
10562,TypeB
10563,TypeB
10564,TypeB
10565,TypeB
10566,TypeB
10567,TypeB
10568,TypeB
10569,TypeB
10570,TypeB
10571,TypeB
10572,TypeB
10573,TypeB
10574,TypeB
10575,TypeA
10576,TypeB
10577,TypeB
10578,TypeB
10579,TypeB
10580,TypeB
10581,TypeB
10582,TypeB
10583,TypeB
10584,TypeB
10585,TypeB
10586,TypeB
10587,TypeB
10588,TypeA
10589,TypeB
10590,TypeA
10591,TypeB
10592,TypeA
10593,TypeB
10594,TypeA
10595,TypeB
10596,TypeB
10597,TypeB
10598,TypeB
10599,TypeB
10600,TypeB
10601,TypeB
10602,TypeA
10603,TypeB
10604,TypeB
10605,TypeA
10606,TypeB
10607,TypeB
10608,TypeA
10609,TypeB
10610,TypeB
10611,TypeB
10612,TypeB
10613,TypeA
10614,TypeB
10615,TypeB
10616,TypeB
10617,TypeB
10618,TypeB
10619,TypeB
10620,TypeB
10621,TypeB
10622,TypeB
10623,TypeB
10624,TypeB
10625,TypeB
10626,TypeB
10627,TypeB
10628,TypeB
10629,TypeB
10630,TypeB
10631,TypeA
10632,TypeB
10633,TypeB
10634,TypeB
10635,TypeB
10636,TypeB
10637,TypeB
10638,TypeB
10639,TypeB
10640,TypeB
10641,TypeB
10642,TypeA
10643,TypeB
10644,TypeB
10645,TypeB
10646,TypeB
10647,TypeA
10648,TypeB
10649,TypeB
10650,TypeB
10651,TypeB
10652,TypeB
10653,TypeB
10654,TypeB
10655,TypeB
10656,TypeA
10657,TypeA
10658,TypeB
10659,TypeB
10660,TypeA
10661,TypeA
10662,TypeB
10663,TypeB
10664,TypeB
10665,TypeB
10666,TypeB
10667,TypeB
10668,TypeB
10669,TypeB
10670,TypeA
10671,TypeB
10672,TypeB
10673,TypeB
10674,TypeB
10675,TypeB
10676,TypeB
10677,TypeB
10678,TypeB
10679,TypeB
10680,TypeB
10681,TypeB
10682,TypeB
10683,TypeB
